Time,Total Memory,Free Memory,Current JVM Threads,Max JVM Threads,Total Sessions,Max Sessions,Session Average Time,Running Service Threads,Max Running Service Threads,Request Average Time,New Requests,Completed Requests
2025-05-12 00:00:24 UTC,10737418240,2706873568,16012,20616,2,3008,1485,2,3986,1236,57,57
2025-05-12 00:01:24 UTC,10737418240,4956559944,16012,20616,3,3008,2509,2,3986,2045,46,46
2025-05-12 00:02:24 UTC,10737418240,4053244368,16007,20616,2,3008,3387,2,3986,2439,65,65
2025-05-12 00:03:24 UTC,10737418240,2825879496,16006,20616,1,3008,3272,1,3986,2592,60,61
2025-05-12 00:04:24 UTC,10737418240,8008930040,16006,20616,1,3008,1405,1,3986,1282,58,58
2025-05-12 00:05:26 UTC,10737418240,2026462320,16006,20616,1,3008,1686,1,3986,1497,43,43
2025-05-12 00:06:26 UTC,10737418240,5275124208,16006,20616,2,3008,5147,2,3986,3943,49,48
2025-05-12 00:07:26 UTC,10737418240,4485625632,16005,20616,1,3008,2326,1,3986,2071,40,41
2025-05-12 00:08:26 UTC,10737418240,6965756024,16005,20616,2,3008,1722,2,3986,1584,51,50
2025-05-12 00:09:26 UTC,10737418240,5708781048,16005,20616,1,3008,1538,1,3986,1468,48,49
2025-05-12 00:10:27 UTC,10737418240,7684665424,16005,20616,2,3008,1765,2,3986,1520,39,38
2025-05-12 00:11:27 UTC,10737418240,7504730304,16005,20616,1,3008,2606,1,3986,2112,46,47
2025-05-12 00:12:27 UTC,10737418240,6500406672,16005,20616,1,3008,1609,1,3986,1424,52,52
2025-05-12 00:13:27 UTC,10737418240,7168805864,16001,20616,2,3008,2160,2,3986,2020,50,49
2025-05-12 00:14:27 UTC,10737418240,5999629904,16001,20616,2,3008,1626,2,3986,1543,42,42
2025-05-12 00:15:28 UTC,10737418240,3163944112,16000,20616,1,3008,1730,1,3986,1636,35,36
2025-05-12 00:16:28 UTC,10737418240,2662596576,16004,20616,1,3008,2379,1,3986,2170,45,45
2025-05-12 00:17:28 UTC,10737418240,7444877112,16000,20616,1,3008,1854,1,3986,1756,39,39
2025-05-12 00:18:28 UTC,10737418240,6178725304,16000,20616,1,3008,1670,1,3986,1528,48,48
2025-05-12 00:19:28 UTC,10737418240,4942524456,16000,20616,1,3008,2022,1,3986,1824,43,43
2025-05-12 00:20:28 UTC,10737418240,7489322216,16000,20616,1,3008,1696,1,3986,1474,47,47
2025-05-12 00:21:28 UTC,10737418240,7440201032,16000,20616,1,3008,2559,1,3986,2114,47,47
2025-05-12 00:22:28 UTC,10737418240,6316128888,16000,20616,1,3008,1609,1,3986,1386,53,53
2025-05-12 00:23:28 UTC,10737418240,5077752104,15999,20616,1,3008,1840,1,3986,1415,65,65
2025-05-12 00:24:28 UTC,10737418240,3799350904,15999,20616,1,3008,1670,1,3986,1395,68,68
2025-05-12 00:25:28 UTC,10737418240,9522426336,15999,20616,2,3008,1303,2,3986,1061,51,50
2025-05-12 00:26:28 UTC,10737418240,8744917776,15997,20616,2,3008,2300,2,3986,1865,55,55
2025-05-12 00:27:28 UTC,10737418240,7613726472,15999,20616,1,3008,1825,1,3986,1637,49,50
2025-05-12 00:28:28 UTC,10737418240,6379068552,15998,20616,2,3008,1462,2,3986,1211,61,60
2025-05-12 00:29:28 UTC,10737418240,5067157840,15997,20616,2,3008,1510,2,3986,1342,55,55
2025-05-12 00:30:29 UTC,10737418240,4082702856,15997,20616,1,3008,1719,1,3986,1502,34,35
2025-05-12 00:31:29 UTC,10737418240,8900431416,16011,20616,7,3008,3431,7,3986,3104,57,51
2025-05-12 00:32:29 UTC,10737418240,7813073352,16015,20616,1,3008,1946,1,3986,1887,110,116
2025-05-12 00:33:29 UTC,10737418240,6583986528,16007,20616,1,3008,1591,1,3986,1446,48,48
2025-05-12 00:34:29 UTC,10737418240,8183245368,16007,20616,2,3008,1697,2,3986,1443,48,47
2025-05-12 00:35:29 UTC,10737418240,9081965320,16007,20616,1,3008,1640,1,3986,1478,42,43
2025-05-12 00:36:29 UTC,10737418240,3055482400,16007,20616,1,3008,2708,1,3986,2304,42,42
2025-05-12 00:37:29 UTC,10737418240,8317176008,16007,20616,1,3008,1541,1,3986,1412,53,53
2025-05-12 00:38:29 UTC,10737418240,7087571928,16007,20616,1,3008,1865,1,3986,1691,44,44
2025-05-12 00:39:29 UTC,10737418240,5838698920,16007,20616,1,3008,1683,1,3986,1569,45,45
2025-05-12 00:40:31 UTC,10737418240,5332003704,16007,20616,2,3008,1853,2,3986,1682,34,33
2025-05-12 00:41:31 UTC,10737418240,7728656088,16007,20616,1,3008,2183,1,3986,2128,41,42
2025-05-12 00:42:31 UTC,10737418240,6642849472,16007,20616,1,3008,1837,1,3986,1623,43,43
2025-05-12 00:43:31 UTC,10737418240,5348360928,16006,20616,1,3008,1662,1,3986,1498,53,53
2025-05-12 00:44:31 UTC,10737418240,4158338760,16005,20616,1,3008,1972,1,3986,1860,39,39
2025-05-12 00:45:32 UTC,10737418240,2979523312,16004,20616,6,3008,2162,5,3986,2439,20,16
2025-05-12 00:46:32 UTC,10737418240,3510643560,16004,20616,2,3008,8761,2,3986,7184,30,33
2025-05-12 00:47:32 UTC,10737418240,8045693280,16004,20616,1,3008,2026,1,3986,1906,37,38
2025-05-12 00:48:32 UTC,10737418240,6795331272,16004,20616,1,3008,1586,1,3986,1453,46,46
2025-05-12 00:49:32 UTC,10737418240,5527774784,16004,20616,1,3008,1623,1,3986,1581,43,43
2025-05-12 00:50:32 UTC,10737418240,5246752048,16003,20616,2,3008,1554,2,3986,1497,33,32
2025-05-12 00:51:32 UTC,10737418240,8011016408,16004,20616,5,3008,3449,4,3986,2948,36,34
2025-05-12 00:52:32 UTC,10737418240,6866265520,16004,20616,1,3008,3262,1,3986,2661,38,41
2025-05-12 00:53:32 UTC,10737418240,5642134760,16004,20616,1,3008,1716,1,3986,1666,40,40
2025-05-12 00:54:32 UTC,10737418240,4440079928,16004,20616,1,3008,1859,1,3986,1787,39,39
2025-05-12 00:55:34 UTC,10737418240,7779424520,16003,20616,1,3008,1993,1,3986,1745,33,33
2025-05-12 00:56:34 UTC,10737418240,2693689000,16003,20616,2,3008,3407,2,3986,3073,31,30
2025-05-12 00:57:34 UTC,10737418240,7813547032,16003,20616,1,3008,1872,1,3986,1772,39,40
2025-05-12 00:58:34 UTC,10737418240,6689786928,16003,20616,1,3008,1804,1,3986,1719,44,44
2025-05-12 00:59:34 UTC,10737418240,5454709616,16009,20616,1,3008,2360,1,3986,1891,72,72
2025-05-12 01:00:34 UTC,10737418240,4777247160,16007,20616,3,3008,2444,2,3986,2190,28,27
2025-05-12 01:01:34 UTC,10737418240,3938975656,16007,20616,3,3008,11199,3,3986,10066,25,24
2025-05-12 01:02:34 UTC,10737418240,2971422824,16004,20616,1,3008,2398,1,3986,2281,31,33
2025-05-12 01:03:35 UTC,10737418240,7922968192,16002,20616,1,3008,1842,1,3986,1717,45,45
2025-05-12 01:04:35 UTC,10737418240,6751243128,16002,20616,1,3008,2200,1,3986,1926,41,41
2025-05-12 01:05:35 UTC,10737418240,4895702784,16002,20616,2,3008,2217,2,3986,1800,33,32
2025-05-12 01:06:35 UTC,10737418240,4294824504,16002,20616,1,3008,3536,1,3986,3533,25,26
2025-05-12 01:07:35 UTC,10737418240,3167721792,16002,20616,1,3008,2169,1,3986,2000,39,39
2025-05-12 01:08:35 UTC,10737418240,1961877440,16002,20616,2,3008,1753,2,3986,1594,47,46
2025-05-12 01:09:35 UTC,10737418240,6983096200,16002,20616,1,3008,1719,1,3986,1591,43,44
2025-05-12 01:10:35 UTC,10737418240,4804368264,16002,20616,1,3008,2266,1,3986,2037,38,38
2025-05-12 01:11:35 UTC,10737418240,5769078560,16002,20616,1,3008,3710,1,3986,3190,32,32
2025-05-12 01:12:35 UTC,10737418240,4654132152,16002,20616,1,3008,1553,1,3986,1332,57,57
2025-05-12 01:13:35 UTC,10737418240,3417178952,16002,20616,1,3008,1491,1,3986,1311,51,51
2025-05-12 01:14:35 UTC,10737418240,2223050368,16002,20616,1,3008,1712,1,3986,1394,54,54
2025-05-12 01:15:38 UTC,10737418240,1971394768,16002,20616,3,3008,2003,3,3986,1703,39,37
2025-05-12 01:16:38 UTC,10737418240,7277817640,16002,20616,1,3008,2503,1,3986,1962,40,42
2025-05-12 01:17:38 UTC,10737418240,6145819416,16002,20616,1,3008,1759,1,3986,1833,37,37
2025-05-12 01:18:38 UTC,10737418240,4913901584,16002,20616,1,3008,1859,1,3986,1812,38,38
2025-05-12 01:19:38 UTC,10737418240,3649180664,16002,20616,1,3008,1530,1,3986,1491,45,45
2025-05-12 01:20:40 UTC,10737418240,4735599064,16002,20616,2,3008,2782,3,3986,2281,40,38
2025-05-12 01:21:41 UTC,10737418240,8501976784,16002,20616,2,3008,2446,2,3986,2024,39,40
2025-05-12 01:22:41 UTC,10737418240,7273651808,16002,20616,1,3008,1815,1,3986,1627,49,50
2025-05-12 01:23:41 UTC,10737418240,6048683424,16003,20616,1,3008,1977,1,3986,1680,46,46
2025-05-12 01:24:41 UTC,10737418240,4837408120,16002,20616,1,3008,1676,1,3986,1632,40,40
2025-05-12 01:25:41 UTC,10737418240,6510039512,16002,20616,2,3008,3104,2,3986,2547,30,29
2025-05-12 01:26:41 UTC,10737418240,9480842360,16002,20616,2,3008,2489,2,3986,2174,40,40
2025-05-12 01:27:41 UTC,10737418240,8235164160,16004,20616,1,3008,2018,1,3986,1781,48,49
2025-05-12 01:28:41 UTC,10737418240,6970177504,16003,20616,2,3008,1738,2,3986,1572,45,44
2025-05-12 01:29:41 UTC,10737418240,5770057704,15994,20616,2,3008,2121,2,3986,1876,44,44
2025-05-12 01:30:41 UTC,10737418240,4578799096,15994,20616,1,3008,2667,1,3986,2303,29,30
2025-05-12 01:31:41 UTC,10737418240,5731701400,15993,20616,1,3008,2234,1,3986,2115,41,41
